"document","comment_id","comment"
"NDY-274","44","Mich nervt diese Katzenberger ... aber du nicht . :)"
"NDY-274","45","die buchvorstellung fand ich gut , aber du hast dich ein bisschen oft wiederholt ."
"NDY-274","46","der daumen hoch war für s klobuch :-)"
"NDY-274","47","Wer die Katzenberger blöd findet , der hat irgendwas nicht kapiert . Das ist nicht so eine dumme Tussi wie man haufenweise auf der Strasse sieht . Sie ist anders ."
"NDY-274","48","hallo daaruum , ich mag deine videos und ich mag dich !! mach weiter so ! ich habe diesen sommer ein meet and greet mit der katze gewonnen und seit dem bin ich fan , weil sie einfach so ist wie im TV . wir haben viele coole dinge mit ihr besprochen und an dieser sagste sie auch , dass sie ihr buch NICHT selbst geschrieben hat auch nicht den 1. teil .... sie hat nur drüber geschaut und den schreibstoff vorgegeben ) )"
"NDY-274","49","also ich mag daniela katzenberger ! :)"
"NDY-274","50","ich mag die Daniela total gerne ! 3 hab sie damals verfolgt , seit sie sich bei auf und davon beim playboy beworben hat und model werden wollte und wie cool ist es bitte , dass sie das angebot des playboys abgelehnt hat , weil sie es jetzt nicht mehr nötig hat ... ich find sie witzig , ihr schönheitsideal wäre persönlich jetzt nichts für mich aber unter all der schminke und bräune ist sie bestimmt eine sehr liebe und herzliche person , die man gerne als freundin hätte , weil es nie langweilig wird ! :-)"
"NDY-274","51","Hab mich gefreut , dass du mal eine Buchvorstellung gemacht hast . Weiter so ! 3 Von Daniela Katzenberger halte ich ehrlich gesagt nicht viel . Ich finde sie manchmal echt zu blöd ... Aber das macht ja nichts . Ich freue mich schon auf deine nächste Buchvorstellung . LG =D"
"NDY-274","52","Ich schaue deine Videos an , um die deutsch Sprache zu lernen ! Was so sehr komisch ist , ist dass ich bin ein Junge :P Ich weiß nicht , wie ich habe deinem Kanal gefunden x ) Es tut mir Leid , wenn mein Deutsch ist ein bisschen schlecht , ich habe nur für 6 Monate gelernt"
"NDY-274","53","hast du gut gemacht ... ic liebe katzeeeeeee"
"NDY-274","54","also jetzt nach deiner review wundere ich mich ja echt wieso das buch ein bestseller geworden ist O :"
"NDY-274","55","Ich fand deine Review interessant , könntest du ruhig öfters machen"
"NDY-274","56","ich . mag danni"
"NDY-274","57","Ok , ich bin Buchhändlerin und weiß jetzt definitiv was ich nicht empfehlen werde :)"
"NDY-274","58","Wo hast du diese tolle anziehpuppe her ? Ich weiß nicht wie man die nennt ! :D"
"NDY-274","59","tolles video ! :) mach doch bitte öfters buchreviews , vllt auch ml ein video über deine lieblingszeitschriften ! würde mich echt freuen :)))"
"NDY-274","60","Ein wenig irritierend an der Review finde ich , dass du am Anfang sagst , der Teil in dem sie selbst schreibt ist natürlich am interessantesten , gegen Ende sagst du aber der Teil den die anderen Leute über sie geschrieben haben ist der Interessanteste . Für mich widersprüchlich . Ansonsten mochte ich deine Review gern und will das Buch immernoch auch aus Interesse lesen . Dass es nicht das Meisterwerk der Literatur ist kann man ja logischerweise eh nicht erwarten . ^^"
"NDY-274","61","@likeasummernight später sicher cool , aber leute , die mit anfang 20 autobiographien schreiben , find ich generell seltsam ;)"
"NDY-274","62","@Shayanna1992 Würd mich auch freuen , wenn du öfters Buchvorstellungen machst , allein auch aus Interesse , was du so liest . :)"
"NDY-274","63","Ich finde das Phänomen Daniela Katzenberger wirklich äußerst interessant ;-)"
"NDY-274","64","ich finde du solltest öfters buch reviews machen ! :)"
"NDY-274","65","Könntest du mal ein Video mit deinen Lieblingsbüchern machen ? Fände ich sehr interessant :)"
"NDY-274","66","Ich fand die Review ok , aber ich denke es wäre dir besser gelungen , wenn es auch ein interessantes Buch gewesen wäre . ( : Gewöhn dir bitte dieses Tschuus ab . Ich ( persönlich ) kann dich am Ende dadurch garnicht mehr ernst nehmen . Aber deine Videos mag ich trzd gerne . :)"
"NDY-274","67","Also du hast damit meine Vorstellung von dem Buch bestätigt . Werde es mir wohl nicht kaufen . Lieber eine schöne Zeitung für eine Zugfahrt ."
"NDY-274","68","Apropos selbstgeschrieben , ich habe schon ein paar mal im Internet gelesen , dass sie das Buch nicht wirklich selbstgeschrieben hat . Wahrscheinlich so ist der Inhalt eines Satzes zwar von ihr , aber ich denke die Wortwahl etc. ist eben nicht von ihr . Also naja , wer weiß , wer weiß .."
"NDY-274","69","Du bist nicht die einzige , die Bilder aus der Kindheit interessant findet :) Und jetzt zeig uns welche von dir :D"
"NDY-274","70","Bücher , die die Welt nicht braucht !"
"NDY-274","71","es heißt halt die fresse , ich will schlafen :D"
"NDY-274","72","Ich habe das Buch auch und dazu sogar super schnell gelesen weil es zu lustig war ;) War wirklich interessant und sehr lustig geschrieben !!"
"NDY-274","73","Ich fand die Vorstellung von dir gut !"
"NDY-274","74","Mir hat deine buchvorstellung gut gefallen ! ;) fand ich sehr hilfreich . Ich find die katzenberger recht interessant , hinter der Fassade steckt Denk ich um einiges mehr als mancher denkt glaube ich"
"NDY-274","75","für mich wäre das ein Badewannenbuch , weil ich schrecklich gern inner Badewanne lese , aber seitdem mir eins meiner Lieblingsbücher hineingefallen ist , nehm ich nur noch Klobücher mit hinein ;D"
"NDY-274","76","warum hast du eig. so ein ehm .. model körper ? XD in deinem zimmer stehn ? gibts da einen grund für ? .. und woher hast du den ?"
"NDY-274","77","ich mag das TSCHUSS mach weiter so ;)"
"NDY-274","78","@aylooo202 man und gar nicht"
"NDY-274","79","Naja was heißt hinter die Fassade gucken , die Katzenberger hat das Buch ja nicht selbst geschrieben ."
"NDY-274","80","Liebe Daaruun .... es ist ok . :-)"
"NDY-274","81","Ich meine Liebe Daaruum ;-)"
"NDY-274","82","bitte bitte noch mehr bücher reviews !"
"NDY-274","83","Haste schön gemacht :) Vllt ein bisschen lang , aber sonst gut ."
"NDY-274","84","1. Deine Buchvorstellung war finde ich vollkommen ok und ich würd mich über mehr rezensionen von dir freuen also ab und zu mal wenn du wieder n buch liest und es gamz toll fandst oder so :)) und 2. Ich finde Daniela Katzenberger scheiße ( weil ich find sie is sowas wie ne moderne version von Barbie .. oder auch nich wie jeder will :D )"
"NDY-274","85","die erste spannende buchreview auf youtube :) . kannst du wirklich öfter machen !!"
"NDY-274","86","ich mag die absolut GARNICHT , aber tolles video ;)"
"NDY-274","87","von wo hast du dieses dammi ( ich weiß nicht wie ich es nennen soll :D ) ?? :)"
"NDY-274","88","deine review war echt gut . Das wichtigste hast du angesprochen und alles in allem hab ich einen klaren eindruck bekommen . Ich mag daniela katzenberger von ihrer ganzen art wirklich sehr , was mich aber nicht unbedingt dazu verleitet dieses buch zu lesen , denn wie du auch schon gesagt hast würde ich mir auch wünschen einfach mehr über sie zu erfahren . Aber naja , vllt leih ichs mir mal von jmd aus :p"
"NDY-274","89","haha Klobuch :DD"
"NDY-274","90","gute Review :)) mich würde deine lieblingsbücher undsoo interessieren . 33"
"NDY-274","91","oh ich liebe diese Google Chrome Werbungen :D"
"NDY-274","92","Daniela Katzenberger interessiert mich eigentlich überhaupt nicht , trotzdem schau ich mir das video an . Ich bin süchtig nach deinen videos :-)"
"NDY-274","93","ich will mehr buch reviews :D"
"NDY-274","94","gute review !!"
"NDY-274","95","200 Seiten in 1,5 h ?"
"NDY-274","96","schön , zu wissen , dass du beim AA-machen Bücher liest :DD"
"NDY-274","97","Das interessanteste an dem Buch ( weitaus interessanter , als die Person D. K. ) ist für mich der Titel , und die Behauptung , die er aufwirft . Wird irgendwo in dem Buch darauf eingegangen ?"
"NDY-274","98","Daniela hat das Buch nicht selber geschrieben ;)"
"NDY-274","99","Daaruum , bitte zeig mal deine fotos als Juendliche und als baby ;)"
"NDY-274","100","wie heißt du eigentlich ?"
"NDY-274","101","vielleicht noch ne Leseprobe :) ..."
"NDY-274","102","ich find deine review wirklich gut - buchkritiken sind halt immer gefährlich . wenn einem das buch nicht anspricht , ist logischerweise die ganze review uninteressant . also nimm die dislikes ned persönlich . ich persönlich mag die katzenberger sehr , weil ich sie vermutlich auf dem ersten blick veruruteilen ( jaja , die vorurteile ) würde und sobald ich ein paar sätze mit ihr gesprochen hätte , würd sie mir sofort sympathisch sein . ich mag personen , die verwirren ;)"
"NDY-274","103","Auch wenn du nur laberst will man dir zuhören :) ) ich find deine rewiev im großen und ganzen sehr gut Daniela Katzenberger geht mich eigentlich nichts an , ich mein , wenn sie was machen will soll sies machen , ich hab nichts dagegen , bin aber auch kein wirklicher fan .. für mich wird das heute ein Halloween-Party-Planungstag ! : PP"
"NDY-274","104","Ist ganz brauchbar geworden und erhält auch die Spannung ... Das leben ist leichter zu ertragen mit nem spruch für alle lebenslagen Das könnte die Botschaft sein , zumal in rot hervorgehoben , ähnlich einem Faden wo sich quer durchs Buch zieht .."
"NDY-274","105","coole buchreview schade , dass das buch nur OK ist ;) hatte mir überlegt es mir zu kaufen . Denn ich find sie witzigl :D . aber das buch soll daniela katzenberger gar nicht selbst geschrieben haben , das hatte sie selbst demletzt in rtl gesagt :/ das find ich leider schade"
"NDY-274","106","Der rote Lippenstift sieht so toll mit der Bluse aus ! Classy :)"
"NDY-274","107","Buchreviews sind super ! Gerne mal wieder !!!"
"NDY-274","108","danke für die review liebe daaruum :) du hast erwähnt , dass du gerne biographien liest . kannst du uns vielleicht welche empfehlen ? oder vielleicht eine top 10 deiner lieblingsbücher ?"
"NDY-274","109","Schaut doch mal bei ihr hier vorbei :) Sie hats auch verdient . Sie heißt Hanna Paradoxa ."
"NDY-274","110","Sie hat das nicht selbst geschrieben , sondern eine Ghostwriterin ;)"
"NDY-274","111","buch review fand ich toll ! liest du öffters ? dann würde ich mich über mehr buch reviews freuen .. vielleicht könntest du mich zum lesen überreden ;)"
"NDY-274","112","ich fand die REZENSION ( bitte bei Büchern nicht mehr Review sagen ^^ ) ganz gut =) klar , wenn man mit der Zeit mehr Bücher liest und rezensiert , dann schaut man sich seine alten Rezis an und denkt : was hast du da von dir gegeben ? aber für den Anfang find ich es gut =) ich war auch interessiert an dem Buch , aber dank deiner Rezi lass ich dann doch mal lieber die Fingerchen davon und überbrücke langweilige Zeiten mit interessanteren Büchern :D"
"NDY-274","113","du hast garnicht gesagt wie du sie findest ?!"
"NDY-274","114","dk hatte ghostwriter , gibt sie sogar zu ( google einfach )"
"NDY-274","115","@iBeliebYouKnow die einzige Werbung die ich mir bis zum Ende angucke :D"
"NDY-274","116","Mich wundert , dass das Buch so reißenden Absatz findet . Gestern im Buchladen habe ich bei den Neuheiten gestöbert , und von diesem schrecklichen Buch war genau eines noch da ;)"
"NDY-274","117","@iBeliebYouKnow sie sollten mal mehr Versionen davon rausbringen ;-)"
"NDY-274","118","Schick siehtst du aus !! :-) Aber jetzt zu deiner Rezension : mir hat sie geholfen und ich werde das Buch nicht kaufen . Ich habe das Buch von Sonja Kraus gelesen , da schreibt sie über sich und ihr Leben- das hat Spaß gemacht zu lesen und man hat etwas über die Person erfahren . Bei dem Katzenbuch scheint es nicht so zu sein , wie du sagst- also .... , Geld lieber in Kosmetik investieren !!! :-) Danke an dich ! Und Gruß vom Annalein ! 1"
"NDY-274","119","Oh , du musst unbedingtvmehr buchreviews machen , ist echt gut :)"
"NDY-274","120","das buch hat sie sogar gar nicht selber geschrieben .. sie hat einer ghostwriterin alles erzählt , die es letztendlich formuliert hat .. ;)"
"NDY-274","121","am ende hättest du vielleicht noch sagen können , für wen das buch so gut geeignet ist ( in diesem Fall wahrsch . nur für wirkliche Fans , die auch nichts anspruchsvolles suchen ) , aber so in der Richtung hast du ja schon ein Fazit aus dem buch gezogen . Ich finde du könntest öfters mal Buch- Reviews machen . ( :"
"NDY-274","122","ich würde voll gern ein kinderfoto von dir sehen :)"
"NDY-274","123","Wenn ihr wüsstet wie viele Bücher von Ghostwritern geschrieben wurden ... Was ist so schlimm daran ? Seid froh , sonst könntet ihr ja hier nicht meckern ;)"
"NDY-274","124","wöhö , siehst du heute hübsch aus * ---- *"
"NDY-274","125","ok . das hier wäre dann das erste video von dir , das ich nach 20 sekunden weg klicke . einen daumen runter geb ich dir natürlich nicht ^^ erscheint mir irgendwie ... ich finde nicht das passende wort dafür aber ich finde es nicht gut , wenn man einen daumen runter gibt , nur weil die menschen bei büchern unterschiedliche vorlieben habn ..."
"NDY-274","126","@xMissKatherine1 ich finde es trotzdem beschissen dass sie dann alle sagen dürfen es ist ' ihr ' Buch"
"NDY-274","127","@Tigerhood11 ja stimmt . ( :"
"NDY-274","128","ich muss sagen , ich bin ein katzenberger-fan erster stunde . ich finde ihre art einfach oft ziemlich witzig und mag , dass ihr äußeres auf den ersten blick so gar nicht zu ihrer art zu passen scheint . damit meine ich nicht , dass sie so wahnsinnig schlau ist , was sie ja oftmals auch von sich selber behauptet ;) sondern dass sie einfach mal so gar nicht tussig oder groß eingebildet ist und wirklich frei schnauze erzählt , was sie gerade denkt . ich finde sie sehr authentisch ."
"NDY-274","129","wie teuer war das buch ?"
"NDY-274","130","also ich werde mir dieses Buch zu Weihnachten wünschen , denn ich liebe daniela katzenberger 3"
"NDY-274","131","@Antoti44 9.99 €"
"NDY-274","132","also cih fand die buchvorstellung lustig unterhaltsam :D solltest du öffter machen :) ;*"
"NDY-274","133","ich liebe daniela katzenberger :D 3 haha"
"NDY-274","134","daruuuum , rote lippen und eyeliner sehen bei dir soooo hübsch aus ! :))"
"NDY-274","135","@nadisa88 Die Frau kann gar nicht komplett talentfrei sein ! Wer so viel Aufmerksamkeit bekommt und es immer irgendwie schafft Gesprächsthema zu sein , kann nicht komplett dumm sein ."
"NDY-274","136","Ich fand deine Buchvorstellung sehr gut und würde mich sehr freuen wenn mehr Buchvorstellungen von dir kämen . Achso und wirklich gerne würde ich einpaar Kinder fotos von dir sehen . :D 34"
"NDY-274","137","@Snukieful das ist kein spruch von daniela katzenberger sondern ein blondinenwitz . ^^"
"NDY-274","138","schreib du doch mal eine Biographie das wäre bestimmt spannender als sei schlau stell dich dumm"
"NDY-274","139","@Erbse0123 tja wahrscheinlich hast du recht aber wird man es erfahren ?!"
"NDY-274","140","MEHR BUCHVORSTELLUNGEN !"
"NDY-274","141","ich weiß hat nichts mit dem video zu tun aber könntest du nicht mal ein audrey hepburn schmink tutorial machen bitte bitte :)"
"NDY-274","142","ohman so ein dummes buch ... wieso zur hölle unterstützt man das ???"
"NDY-274","143","@MrsDiesdas danke ( :"
"NDY-274","144","@faddenx du weißt aber schon , dass review einfach nur das englische wort für rezension ist ?"
"NDY-274","145","kannst du bitte mal was über die designerpuppe sagen , die da immer im hintergrund steht ? die ist nämlich ziemlich cool ;)"
"NDY-274","146","daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaarum . :)"
"NDY-274","147","@Snukieful das glaubst du ja nicht im ernst , dass sie das im ernst gesagt hat ! allein ihr buchtitel verrät , dass sie einzig und allein aus PR besteht !"
"NDY-274","148","meeeeeeine güte , lasst sie doch lesen was sie will - . -"
"NDY-274","149","Musstest du in der Schule keine Buchvorstellung machen ? Ich musste das andauernd . Ein tussiger Tag trifft es perfekt ! Ach so wollte mir das Buch sowieso nicht kaufen und jetzt weiß ich auch warum !"
"NDY-274","150","Liebe daaruum , ich wollte nur anmerken , dass diese schrift auf den videos , also auf dem titelbild , die stört irgendwie . lass die doch einfach weg ? ;) liebe grüße"
"NDY-274","151","ich steh auf die katze :D"
"NDY-274","152","Also ich fand die Review gut :) Nicht zu viel verraten , aber alles gesagt was nötig war , um einen zum Kauf anzuregen , oder halt nicht :D"
"NDY-274","153","1. ich fands eigentlich relativ gut :-) werd mir das buch vllt zusammen mit meiner mama kaufen :D 2. ich mag sie eigentlich , gerade weil sie so dumm tut . ich glaub nicht dass sie wirklich so blöd ist :D"
"NDY-274","154","Wirklich gut gemacht .. fande es hat nichts Gefehlt .."
"NDY-274","155","Ich fänds ganz interessant , wenn du ein paar ausgewählte ausschnitte vorgelesen hättest"
"NDY-274","156","Ich mag sie , irgendwie . Vorallem diese direkte Art bringt mich immer wieder zum Lachen . :D Dein Video fand ich sehr hilfreich , da ich eh schon überlegt habe , es zu kaufen - was ich auch tun werde , nur eben mit anderen Erwartungen . ;D Liebste Grüße . x3"
"NDY-274","157","Ich find sie super !"
"NDY-274","158","DAS ... MAKEUP ... SICHT GIGANTISCH AUS !!!"
"NDY-274","159","von allen gurus bist du wirklich die beste . ich finde dich soo symphatisch und nett ."
"NDY-274","160","Isch mag chronisch lesen auch :)"
"NDY-274","161","Bist schlau , les dich dumm .... oder so , müsste dann also der Titel heißen ... da es ja null informativ ist ."
"NDY-274","162","@ChocolateBrule Nicht nur eines ! :D EIn Video wär cool ! Vom Kleinkind bis jetzt !"
"NDY-274","163","huhu , ich fänds toll , wenn du noch ein paar andere bücher vorstellen würdest ( die du magst / gerne liest ) :) das wär schön :) schönes video"
"NDY-274","164","Gibt es auch das buch in der schweiz ??? Cooles video 3"
"NDY-274","165","ich hätte das buch auch gelesen ^^ ich finde die iwie lustig ;D"
"NDY-274","166","siehst suoer aus in dem video ! wunderschön :-)"
"NDY-274","167","Anfangs war ich ein großer Daniela Katzenberger Fan , mit der Zeit ist mir aber irgendwie immer mehr aufgefallen wie gespielt das alles eigentlich ist ( obwohl sie ja immer so tut als ob sie so redetet wie ihr der Schnabel gewachsen ist ) ... Ich denke , dass bei ihr einfach gaaaaaaaaaaanz viel Show dahinter steckt und diese Natürlichkeit sehr gespielt ist . Ich finde du hast das Buch gut beschrieben und deine ehrliche Meinung darüber gesagt :D"
"NDY-274","168","Huhu , ich gucke deine Videos schon ganz lange , weil du einfach so toll bist !!! Und jetzt hast du sogar ein Buch vorgestellt xD voll cool und voll gut !!! Ich finde Daniela Katztenberger eigentlich ganz lustig , solange ich sie mir nicht jeden Tag anschauen muss , sondern nur ab und zu .. ^^"
"NDY-274","169","mehr Buch-Reviews !!"
"NDY-274","170","Die Buchvorstellung war gut , hast ja alles gesagt , was man wissen muss , allerdings würde ich das nächste Mal eine kleine Passage vorlesen , damit man ungefähr weiß , wie der Schreibstil ist . Von Daniela K. habe ich bis jetzt nicht sonderlich viel mitbekommen , aber sie kommt ganz ok rüber :)"
"NDY-274","171","Also deine Vorstellung hat mir sehr gut gefallen :) ... Also ICH mag Daniela katzenberger und ich habe mir auch jede Woche ihre Sendung angeschaut und wenn ich gerne lesen würde , dann würde ich mit sicherheit auch ihr Buch lesen ."
"NDY-274","172","Deine Vorstellung ist super :) Kannst sowas echt öfter machen :-)"
"NDY-274","173","Daniela katzenberger mochte ich zur Anfang , mittlerweile hat auch sie bei mir die Nerv-Grenze erreicht !!! Vosrellung war gut , kannste wieder machen !"
"NDY-274","174","Schickst Du mir die Postkarte , wenn ich ganz lieb bitte sag ? ;))"
"NDY-274","175","ich find daniela katzenberger eigt cool :D sie weiß halt wie man sich ins gespräch bringt ;) man darf bei dem buch und generell bei allem was die macht nicht viel erwarten ;) aber deine review war cool und ich würd mich über mehr freuen :)"
"NDY-274","176","Ich finde Daniela Katzenberger witzig :D ich mag sie :p und ich finde du hast das gut gemacht :) auch weil du einefach deine eiegene Meinung geäusert hast :*"
"NDY-274","177","es ist richtig bitter , wenn man einem autor sagt , er hat ein klobuch geschrieben :)"
"NDY-274","178","Ich find es ziemlich cool , dass du darüber eine Review machst . :D"
"NDY-274","179","das Buch review find ich echt gut gemacht ! :D also ich kann mir jetzt gut vorstelln was mich erwartet , und weiß jetzt das ich es mir wohl nicht kaufen werde ;D daniela katzenberger find ich ganz okay , sie kann schon echt witzig sein :)"
"NDY-274","180","hey :D woher kommst du ? irgendwie glaub ich dich heute in berlin gesehen zu haben . am ku-damm . wär nett . wenn du antworten würdest , weil es mich brennend interessiert , ob du das warst ;)"
"NDY-274","181","ich liebe deine Mimik , hat nix mim Video ansich zu tun , musste aber raus . So . :D"
"NDY-274","182","Du könntest so eine film oder auch buch kritikerin werden du machst das echt gut :D Das das ein klo´buch ist da musst ich aber lachen ... Wenn die Daniela das sehen würde :O ! lol Mach das doch mal öfter wäre ne coole sache . Ich find die Katze nicht schlecht ihre sprüche sind echt gut ..."
"NDY-274","183","Ich mag die Katzenberger irgendwie nicht ^^ aber ich mag deine review :)"
"NDY-274","184","Ich war heute bei weltbild & ' sah dieses buch und dachte so em. . okey ;D Und jetzt sehe ich die review dazu :DD"
"NDY-274","185","Das Buch ist ähnlich aufgebaut wie Bücher von anderen Künstlern . Ein Paar Bilder sehr kurze Abschnitte . Ich mag diesen Aufbau ( : Ich fand deine Buchvorstellung eig. sehr gut ! Naja , was heißt eig. ? Ich fand es sehr gut . Es wäre echt cool wenn du mal wieder so was machen würdest zu Filmen die du magst oder halt Büchern :)"
"NDY-274","186","Klobuch .... lol .... finde ich super !!!!"
"NDY-274","187","ich mag die katze ich finde sie sehr lustig und schau mir auch die serie an ! tolle review ! :)"
"NDY-274","188","generell finde ich so eine buchreview , so wie du sie gemacht hast gut , nur vielleicht verräts du meiner meinung nach schon etwas zu viel .. so wie die bilder aussehn und was im lückentext z. B. steht ! =)"
"NDY-274","189","hei schönes video könntest du vielleicht mal ein haarturorial machen zu der frisur : zick zack geflecht fals du diese frisur kennst ?"
"NDY-274","190","Ich mag Daniela Katzenberger . Sie lässt sich von niemandem etwas sagen und macht immer ihr eigenes Ding ( : Deine Review hat mir auch gefallen , werde mir das Buch aber trotzdem nicht kaufen ; o Wenn's mal billiger ist vielleicht ."
"NDY-274","191","liebe darum erstmal war das eine ser gute buchforstelung :-) ich finde daniela katzenberger ist eine frau mit humor die unterhalten sol und so scheint auch ihr buch geschrieben zu sein . das finde ich in ordnung ;D sie ist halt die wargewordene Barbie unserer Mädchentreume ;D"
"NDY-274","192","@Enni9753 dann wird sie das wohl gewesen sein :D yeeeeeah hab endlich auch mal einen youtuber getroffen ^^"
"NDY-274","193","Klobuch n1 :)"
